Wall time,Step,Value
1745698335.6685755,1,0.23157557845115662
1745698426.0680187,2,0.11064796149730682
1745698515.849186,3,0.0797717273235321
1745698606.2554348,4,0.06327622383832932
1745698698.0158677,5,0.051188964396715164
1745698787.8433282,6,0.04325466230511665
1745698878.8245087,7,0.037369661033153534
1745698969.3515687,8,0.03214111179113388
1745699059.0289333,9,0.02840874157845974
1745699149.3020747,10,0.016131849959492683
1745699239.3424463,11,0.012289921753108501
1745699330.5881305,12,0.01091780886054039
1745699423.316372,13,0.0100172758102417
1745699517.0283108,14,0.009161910973489285
1745699609.6905477,15,0.0082227922976017
1745699700.9762692,16,0.007871613837778568
1745699793.4219942,17,0.00796818733215332
1745699885.8799222,18,0.007626683916896582
1745699978.0034416,19,0.00748506048694253
1745700069.2934003,20,0.0074688466265797615
