Wall time,Step,Value
1745698335.6688054,1,0.05179722234606743
1745698426.0682588,2,0.034307949244976044
1745698515.8494678,3,0.03455672785639763
1745698606.255672,4,0.029840050265192986
1745698698.0160913,5,0.021449973806738853
1745698787.843666,6,0.025604788213968277
1745698878.8247406,7,0.03276536613702774
1745698969.3517814,8,0.03062356263399124
1745699059.0291853,9,0.02526315487921238
1745699149.3023005,10,0.016971750184893608
1745699239.34268,11,0.023126546293497086
1745699330.5884361,12,0.027475079521536827
1745699423.3166504,13,0.020313920453190804
1745699517.028564,14,0.0197190809994936
1745699609.6907902,15,0.019432522356510162
1745699700.9765122,16,0.01817793771624565
1745699793.4222145,17,0.019658571109175682
1745699885.8801565,18,0.018073495477437973
1745699978.0036702,19,0.019528420642018318
1745700069.2937322,20,0.018189923837780952
