Wall time,Step,Value
1745705925.9454365,1,0.20800526440143585
1745706473.7593071,2,0.0871720165014267
1745707016.9743173,3,0.06396644562482834
1745707559.1840816,4,0.05247577279806137
1745708117.6658278,5,0.04347963631153107
1745708675.0363822,6,0.02468453161418438
1745709224.981464,7,0.0203105416148901
1745709770.925909,8,0.017826875671744347
1745710325.81064,9,0.016124781221151352
1745710871.2481918,10,0.013769862242043018
1745711416.1793773,11,0.013215235434472561
1745711962.9897928,12,0.013061382807791233
1745712508.456815,13,0.012935105711221695
1745713057.5721292,14,0.012555798515677452
1745713604.9142737,15,0.012668376788496971
1745714152.0129972,16,0.012491928413510323
1745714698.2048607,17,0.012687090784311295
1745715245.6852477,18,0.012428122572600842
1745715792.398303,19,0.012304699048399925
1745716337.8366761,20,0.01239900104701519
