Wall time,Step,Value
1743278447.8239057,0,0.05501485988497734
1743278528.0448916,1,0.05144577473402023
1743278608.2577505,2,0.052921880036592484
1743278687.435245,3,0.05045080929994583
1743278766.7222629,4,0.04872659593820572
1743278845.6039402,5,0.04931067302823067
1743278925.186819,6,0.051159512251615524
1743279004.8627105,7,0.04939693585038185
1743279083.731082,8,0.048538196831941605
1743279162.8566077,9,0.0504193976521492
1743279242.6070042,10,0.04949584975838661
1743279321.5248623,11,0.04912112280726433
1743279400.6886299,12,0.05328859016299248
1743279479.8996646,13,0.05011657997965813
1743279558.6423326,14,0.04860303923487663
1743279638.3479128,15,0.04325350373983383
1743279719.860275,16,0.04369066283106804
1743279802.143882,17,0.04316134378314018
1743279882.9023583,18,0.043047238141298294
1743279963.460242,19,0.0431038998067379
1743280044.9550755,20,0.04347920045256615
1743280126.7377203,21,0.04405803605914116
1743280207.055265,22,0.04359537735581398
1743280287.529216,23,0.04327419772744179
1743280367.8814397,24,0.04245338961482048
1743280448.693184,25,0.04258450120687485
1743280529.7771587,26,0.042610231786966324
1743280610.6623645,27,0.042488761246204376
1743280691.5725937,28,0.043510597199201584
1743280771.8640633,29,0.0422135591506958
1743280852.5988195,30,0.042876701802015305
1743280933.723824,31,0.042666949331760406
1743281015.7771132,32,0.0430692620575428
1743281096.3971608,33,0.042719222605228424
1743281178.4890797,34,0.04414468631148338
1743281260.6197095,35,0.04327024891972542
1743281341.1297314,36,0.04104067385196686
1743281421.6684644,37,0.04089665412902832
1743281501.7770836,38,0.041016969829797745
1743281583.7625954,39,0.040955137461423874
1743281663.921423,40,0.040751781314611435
1743281745.1460917,41,0.04094458743929863
1743281826.7365432,42,0.04076240584254265
1743281906.8982685,43,0.04087762162089348
1743281986.5812845,44,0.040870197117328644
1743282065.7726512,45,0.040735434740781784
1743282145.8425517,46,0.04099731519818306
1743282226.5568132,47,0.04073936492204666
1743282306.3517997,48,0.040712807327508926
1743282386.0368052,49,0.04081711173057556
1743282465.5858462,50,0.040877267718315125
1743282545.5033474,51,0.040699467062950134
1743282626.7260935,52,0.041432518512010574
1743282706.0649087,53,0.040570929646492004
1743282786.415488,54,0.04124986380338669
1743282865.6777155,55,0.04066871106624603
1743282945.5250225,56,0.04073929041624069
1743283025.6462395,57,0.041101206094026566
1743283105.355695,58,0.04085589572787285
1743283184.4232228,59,0.0405108816921711
1743283262.7983575,60,0.040839504450559616
1743283341.6743133,61,0.04055951535701752
1743283420.6767755,62,0.04055972397327423
1743283498.8763661,63,0.040492944419384
1743283577.9659925,64,0.04113246873021126
1743283657.386277,65,0.04079817980527878
1743283736.3979712,66,0.04074293002486229
1743283815.0546627,67,0.040780823677778244
1743283894.6367755,68,0.040599096566438675
1743283975.209903,69,0.040677838027477264
1743284055.32473,70,0.040286824107170105
1743284135.3285594,71,0.040275707840919495
1743284215.8199167,72,0.04029516503214836
1743284295.5854568,73,0.0402735099196434
1743284375.1452942,74,0.04027824476361275
1743284454.8702397,75,0.04030255973339081
1743284534.802371,76,0.04028487578034401
1743284614.7940006,77,0.04032115265727043
1743284693.994346,78,0.04023998975753784
1743284772.4809284,79,0.04023679718375206
1743284852.2525463,80,0.040236108005046844
1743284931.5708237,81,0.04023659974336624
1743285010.437547,82,0.040241632610559464
1743285088.313742,83,0.0402371846139431
1743285167.0761602,84,0.040234558284282684
1743285245.4299712,85,0.04023638367652893
1743285323.9011116,86,0.04023854061961174
1743285401.939588,87,0.0402383878827095
1743285480.8160365,88,0.04023590683937073
1743285561.1942463,89,0.040236178785562515
1743285640.3064044,90,0.04023616015911102
1743285720.3536232,91,0.04023279994726181
1743285799.5488393,92,0.04023522511124611
1743285879.1554387,93,0.040235016494989395
1743285959.6777372,94,0.04023146629333496
1743286039.4369898,95,0.04023423418402672
1743286119.0406475,96,0.04023248702287674
1743286198.6034758,97,0.040232282131910324
1743286277.725854,98,0.04023565351963043
1743286358.6565595,99,0.040235258638858795
