Wall time,Step,Value
1743051877.7032356,0,0.1512666642665863
1743052003.114864,1,0.24312222003936768
1743052122.540774,2,0.28780001401901245
1743052255.3982062,3,0.2082555592060089
1743052395.3781726,4,0.19535554945468903
1743052537.2918952,5,0.3752555549144745
1743052678.4658072,6,0.35484445095062256
1743052817.5838187,7,0.4553777873516083
1743052958.1305313,8,0.48934444785118103
1743053099.2899666,9,0.4991888999938965
1743053242.516896,10,0.5005888938903809
1743053398.222971,11,0.5220222473144531
1743053554.9176297,12,0.5254111289978027
1743053714.6032956,13,0.5196333527565002
1743053875.316731,14,0.5329222083091736
1743054034.1441646,15,0.5285444259643555
1743054191.9921584,16,0.5278444290161133
1743054350.380149,17,0.5246666669845581
1743054508.987436,18,0.524233341217041
1743054669.2798705,19,0.5697888731956482
1743054829.799278,20,0.5711222290992737
1743054980.4163795,21,0.5695333480834961
1743055123.6140964,22,0.5646888613700867
1743055266.1181154,23,0.5654333233833313
1743055408.3476908,24,0.5661666393280029
1743055550.807372,25,0.5717222094535828
1743055693.2882388,26,0.5698444247245789
1743055836.2990189,27,0.5701333284378052
1743055977.9747188,28,0.5713333487510681
1743056122.3148394,29,0.5707111358642578
1743056266.8620079,30,0.5708222389221191
1743056411.5789447,31,0.5711777806282043
1743056554.3349226,32,0.5704444646835327
1743056698.958062,33,0.5706444382667542
1743056844.3010373,34,0.5707555413246155
1743056989.666071,35,0.5706555843353271
1743057132.165598,36,0.5707111358642578
1743057275.93296,37,0.5706999897956848
1743057421.5628781,38,0.570722222328186
1743057568.0867088,39,0.5707333087921143
1743057714.477278,40,0.5707555413246155
1743057859.4478936,41,0.5707555413246155
1743058003.876724,42,0.5707555413246155
1743058148.2348192,43,0.5707555413246155
1743058293.193853,44,0.5707555413246155
1743058438.3047934,45,0.5707555413246155
1743058581.780063,46,0.5707555413246155
1743058723.7699485,47,0.5707555413246155
1743058865.9393952,48,0.5707555413246155
1743059009.54232,49,0.5707555413246155
1743059155.5369415,50,0.5707555413246155
1743059298.0687413,51,0.5707555413246155
1743059440.797547,52,0.5707555413246155
1743059585.1047282,53,0.5707555413246155
1743059729.6102536,54,0.5707555413246155
1743059873.51752,55,0.5707555413246155
1743060015.1585932,56,0.5707555413246155
1743060156.9314861,57,0.5707555413246155
1743060299.2579548,58,0.5707555413246155
1743060441.2728057,59,0.5707555413246155
1743060582.8717494,60,0.5707555413246155
1743060726.4501164,61,0.5707555413246155
1743060871.140573,62,0.5707555413246155
1743061000.548781,63,0.5707555413246155
1743061116.655102,64,0.5707555413246155
1743061233.9192142,65,0.5707555413246155
1743061351.7576804,66,0.5707555413246155
1743061470.8858645,67,0.5707555413246155
1743061589.7467718,68,0.5707555413246155
1743061706.181809,69,0.5707555413246155
1743061823.9068015,70,0.5707555413246155
1743061940.5245383,71,0.5707555413246155
1743062058.2487774,72,0.5707555413246155
1743062176.3732774,73,0.5707555413246155
1743062292.8548133,74,0.5707555413246155
1743062410.3708694,75,0.5707555413246155
1743062526.7692487,76,0.5707555413246155
1743062644.2511919,77,0.5707555413246155
1743062762.715425,78,0.5707555413246155
1743062878.8322496,79,0.5707555413246155
1743062995.1407857,80,0.5707555413246155
1743063111.5289683,81,0.5707555413246155
1743063227.8717175,82,0.5707555413246155
1743063342.2040374,83,0.5707555413246155
1743063456.2134855,84,0.5707555413246155
1743063571.6837864,85,0.5707555413246155
1743063688.1798878,86,0.5707555413246155
1743063803.9828966,87,0.5707555413246155
1743063921.00856,88,0.5707555413246155
1743064037.4293056,89,0.5707555413246155
1743064152.8182704,90,0.5707555413246155
1743064266.859048,91,0.5707555413246155
1743064382.1655772,92,0.5707555413246155
1743064498.0354025,93,0.5707555413246155
1743064612.1290202,94,0.5707555413246155
1743064726.2735932,95,0.5707555413246155
1743064841.764963,96,0.5707555413246155
1743064966.9879818,97,0.5707555413246155
1743065082.8660085,98,0.5707555413246155
1743065199.3448277,99,0.5707555413246155
