Wall time,Step,Value
1743153486.969427,0,0.027293141931295395
1743153599.1684864,1,0.010714687407016754
1743153710.551199,2,0.00767141068354249
1743153823.88713,3,0.010000343434512615
1743153937.6899016,4,0.008434098213911057
1743154050.1391788,5,0.009774046950042248
1743154162.9579365,6,0.007800417952239513
1743154274.49241,7,0.006953592412173748
1743154386.9493093,8,0.00681703444570303
1743154499.1006296,9,0.007105208933353424
1743154610.6785502,10,0.006867576856166124
1743154723.756356,11,0.006876260507851839
1743154837.9287093,12,0.006457617972046137
1743154951.0817099,13,0.00708461320027709
1743155065.6131027,14,0.006237900350242853
1743155178.2655046,15,0.0061014569364488125
1743155291.601731,16,0.00657073175534606
1743155403.6905735,17,0.005932374391704798
1743155515.2688417,18,0.005970229860395193
1743155629.6595955,19,0.00594893516972661
1743155742.113374,20,0.006061734165996313
1743155855.0795672,21,0.006550785154104233
1743155968.4222605,22,0.005820840131491423
1743156081.5238872,23,0.006221667397767305
1743156194.5290432,24,0.006125326734036207
1743156306.7423255,25,0.005865712650120258
1743156418.9430225,26,0.005943190306425095
1743156532.043465,27,0.005596515256911516
1743156646.158315,28,0.005994204897433519
1743156757.073217,29,0.0054946779273450375
1743156870.3116372,30,0.005394420120865107
1743156982.0687764,31,0.005515215918421745
1743157094.0518413,32,0.0053328522481024265
1743157205.7288308,33,0.005349267739802599
1743157319.0542812,34,0.005224145017564297
1743157431.7651885,35,0.005541197489947081
1743157545.826744,36,0.0052793980576097965
1743157658.9206824,37,0.005647334270179272
1743157771.5418563,38,0.005417130887508392
1743157884.869346,39,0.005342021118849516
1743157997.2972212,40,0.0052992478013038635
1743158110.4749875,41,0.00498086865991354
1743158224.0733085,42,0.004997334908694029
1743158336.6338997,43,0.005001068580895662
1743158449.1461327,44,0.005016987212002277
1743158562.7335293,45,0.005010863766074181
1743158675.5587227,46,0.005009301006793976
1743158788.5074375,47,0.005022070836275816
1743158901.2143836,48,0.004990267101675272
1743159014.1553419,49,0.00498808640986681
1743159126.5241218,50,0.00498792203143239
1743159240.0220768,51,0.004986798856407404
