Wall time,Step,Value
1743260687.89926,0,0.20651787519454956
1743260824.536101,1,0.08722730726003647
1743260962.9960792,2,0.07328297942876816
1743261099.357867,3,0.06667482107877731
1743261232.4062116,4,0.0483492910861969
1743261364.367156,5,0.04764155298471451
1743261494.4742885,6,0.04534120485186577
1743261626.325456,7,0.045375484973192215
1743261757.3708465,8,0.044180549681186676
1743261892.6066325,9,0.04500448331236839
1743262026.3102322,10,0.04450934752821922
1743262162.0963712,11,0.04388071596622467
1743262294.6817808,12,0.04357456415891647
1743262428.0704863,13,0.04376242682337761
1743262563.0495558,14,0.044131334871053696
1743262694.6818752,15,0.043467991054058075
1743262827.3754404,16,0.04583502560853958
1743262961.119197,17,0.04367348924279213
1743263095.1079752,18,0.04434414207935333
1743263233.2174656,19,0.04280659183859825
1743263369.635049,20,0.04330626502633095
1743263503.4094622,21,0.04358372092247009
1743263637.388273,22,0.043239790946245193
1743263768.6583812,23,0.0425359383225441
1743263899.920821,24,0.04609236493706703
1743264033.4284694,25,0.04356719180941582
1743264167.5710542,26,0.044403187930583954
1743264302.010985,27,0.042541272938251495
1743264437.1451159,28,0.042776573449373245
1743264569.7041473,29,0.04338422790169716
1743264706.1565526,30,0.039314381778240204
1743264838.2184074,31,0.03895973414182663
1743264976.071018,32,0.039165932685136795
1743265111.3155568,33,0.03957664594054222
1743265245.6162322,34,0.039360132068395615
1743265379.9054108,35,0.03973610699176788
1743265513.1849992,36,0.03961645066738129
1743265646.773255,37,0.04022494703531265
1743265780.0533519,38,0.03971930220723152
1743265910.8069465,39,0.039874736219644547
1743266038.1772523,40,0.03994818776845932
1743266165.2704582,41,0.03995534032583237
