Wall time,Step,Value
1743103618.0480409,0,0.17730000615119934
1743103706.5523434,1,0.1914111077785492
1743103795.111478,2,0.2787777781486511
1743103883.8858156,3,0.2816222310066223
1743103972.4618516,4,0.3125666677951813
1743104062.0288486,5,0.2975222170352936
1743104150.4141712,6,0.42855554819107056
1743104238.5847678,7,0.460099995136261
1743104326.6094425,8,0.4650999903678894
1743104414.4089913,9,0.4824555516242981
1743104502.441243,10,0.5081555843353271
1743104590.0894496,11,0.5054222345352173
1743104678.0319898,12,0.511888861656189
1743104765.983461,13,0.5212888717651367
1743104853.6244757,14,0.524222195148468
1743104942.839175,15,0.5371222496032715
1743105031.1039672,16,0.51746666431427
1743105119.6787794,17,0.5301889181137085
1743105208.6568284,18,0.5271777510643005
1743105297.4231284,19,0.5358222126960754
1743105385.4848995,20,0.5275222063064575
1743105473.6331966,21,0.5262777805328369
1743105561.5927036,22,0.5660777688026428
1743105649.4991012,23,0.5663889050483704
1743105737.4633968,24,0.5661444664001465
1743105826.5628343,25,0.5654222369194031
1743105915.0829616,26,0.5596888661384583
1743106003.2320306,27,0.5634111166000366
1743106090.9178479,28,0.5646555423736572
1743106179.0455368,29,0.5668555498123169
1743106266.9842544,30,0.565655529499054
1743106354.2534614,31,0.5655666589736938
1743106441.562307,32,0.5655111074447632
