Wall time,Step,Value
1743485685.6778495,0,0.46507778763771057
1743485820.0342045,1,0.4848666787147522
1743485952.7488284,2,0.4661777913570404
1743486087.9424593,3,0.47111111879348755
1743486222.4948592,4,0.49061110615730286
1743486355.9837124,5,0.4749111235141754
1743486490.6053953,6,0.47634443640708923
1743486623.0945444,7,0.4797777831554413
1743486756.2771454,8,0.49292221665382385
1743486890.623913,9,0.4939555525779724
1743487025.4559047,10,0.4740999937057495
1743487159.2033677,11,0.48003333806991577
1743487300.1451132,12,0.4764777719974518
1743487435.0409856,13,0.49284443259239197
1743487569.4195166,14,0.48608890175819397
1743487702.9273274,15,0.4778444468975067
1743487837.2698822,16,0.545811116695404
1743487971.087756,17,0.5550333261489868
1743488104.292784,18,0.5606889128684998
1743488237.8221536,19,0.5641555786132812
1743488370.0198872,20,0.5644999742507935
1743488503.226493,21,0.5630555748939514
1743488638.7796383,22,0.5594000220298767
1743488770.6011453,23,0.5707888603210449
1743488904.3415773,24,0.5688111186027527
1743489035.3195415,25,0.570900022983551
1743489168.4984078,26,0.56532222032547
1743489303.564375,27,0.5624111294746399
1743489436.6412477,28,0.5632222294807434
1743489569.395961,29,0.561033308506012
1743489702.9310849,30,0.5818444490432739
1743489835.80915,31,0.5837110877037048
1743489967.0750487,32,0.583899974822998
1743490100.5717237,33,0.5838666558265686
1743490233.212299,34,0.583744466304779
1743490365.8637984,35,0.5831778049468994
1743490500.1190917,36,0.5838888883590698
1743490634.260006,37,0.5860000252723694
1743490768.273459,38,0.5856888890266418
1743490903.0455616,39,0.58442223072052
1743491035.3025088,40,0.5853222012519836
1743491167.7324526,41,0.5852000117301941
1743491300.2202716,42,0.586388885974884
1743491434.8414323,43,0.5865888595581055
1743491568.927868,44,0.5866888761520386
1743491703.0730386,45,0.58724445104599
1743491835.1668196,46,0.5870444178581238
1743491970.0050213,47,0.5882666707038879
1743492100.800503,48,0.5864555835723877
1743492234.2294302,49,0.586222231388092
1743492367.5433805,50,0.5868444442749023
1743492500.8337977,51,0.5861444473266602
1743492635.8371665,52,0.5862333178520203
1743492771.1064863,53,0.5865111351013184
1743492903.3121893,54,0.5884555578231812
1743493036.3286266,55,0.5884888768196106
1743493169.8641593,56,0.5888110995292664
1743493302.8217568,57,0.589388906955719
1743493436.8390121,58,0.5896221995353699
1743493568.8177154,59,0.5890555381774902
1743493702.2451458,60,0.5890777707099915
1743493837.3568954,61,0.5889222025871277
1743493971.474656,62,0.5890555381774902
1743494104.034492,63,0.589033305644989
1743494239.155926,64,0.5891000032424927
1743494372.1819665,65,0.5893444418907166
1743494505.3185594,66,0.5889555811882019
1743494638.330903,67,0.5892221927642822
1743494771.3311055,68,0.5891333222389221
