Wall time,Step,Value
1743485685.677823,0,0.04700988531112671
1743485820.0341847,1,0.04549487680196762
1743485952.7488089,2,0.047349415719509125
1743486087.9424334,3,0.046428706496953964
1743486222.494835,4,0.04467932507395744
1743486355.983692,5,0.04576228931546211
1743486490.605375,6,0.04577280953526497
1743486623.0945225,7,0.04540490359067917
1743486756.277121,8,0.044681061059236526
1743486890.6238663,9,0.04441854730248451
1743487025.4558802,10,0.04592487961053848
1743487159.203344,11,0.04530342295765877
1743487300.1450865,12,0.04557948186993599
1743487435.0409617,13,0.044495344161987305
1743487569.419493,14,0.045122429728507996
1743487702.927304,15,0.04612884297966957
1743487837.2698617,16,0.04022005945444107
1743487971.087732,17,0.0393875315785408
1743488104.2927582,18,0.03912237286567688
1743488237.8221333,19,0.03870101273059845
1743488370.0198638,20,0.038752034306526184
1743488503.2264738,21,0.03851185739040375
1743488638.7796137,22,0.03902821987867355
1743488770.6011238,23,0.03798702731728554
1743488904.3415527,24,0.03820110112428665
1743489035.3195174,25,0.03822110965847969
1743489168.4983866,26,0.03870890289545059
1743489303.5643506,27,0.03872375935316086
1743489436.641221,28,0.03869093582034111
1743489569.395937,29,0.03867622837424278
1743489702.9310617,30,0.03725893050432205
1743489835.8091257,31,0.03713120520114899
1743489967.075026,32,0.03701849654316902
1743490100.5717008,33,0.03699343279004097
1743490233.2122753,34,0.037117864936590195
1743490365.8637745,35,0.03706471994519234
1743490500.1190686,36,0.03699515387415886
1743490634.2599826,37,0.0368841178715229
1743490768.273435,38,0.03691134601831436
1743490903.0455375,39,0.03711019828915596
1743491035.3024845,40,0.03692017123103142
1743491167.7324288,41,0.036922093480825424
1743491300.2202504,42,0.036828722804784775
1743491434.8414133,43,0.03679806366562843
1743491568.9278488,44,0.03681478649377823
1743491703.0730143,45,0.036774326115846634
1743491835.1668007,46,0.0368327721953392
1743491970.0049827,47,0.036718908697366714
1743492100.800479,48,0.03684980794787407
1743492234.229406,49,0.03686147555708885
1743492367.5433602,50,0.036913808435201645
1743492500.8337784,51,0.03694863244891167
1743492635.8371391,52,0.0368722639977932
1743492771.106467,53,0.036907654255628586
1743492903.3121698,54,0.036674343049526215
1743493036.3286002,55,0.03669431805610657
1743493169.86414,56,0.036684565246105194
1743493302.821727,57,0.03665320947766304
1743493436.838988,58,0.036629416048526764
1743493568.8176768,59,0.036647044122219086
1743493702.2451222,60,0.03664455935359001
1743493837.3568676,61,0.03670967370271683
1743493971.474631,62,0.03664856404066086
1743494104.0344436,63,0.036679707467556
1743494239.155902,64,0.03664974868297577
1743494372.181947,65,0.03664376214146614
1743494505.318535,66,0.03664258122444153
1743494638.3308837,67,0.03664087876677513
1743494771.3310814,68,0.036641813814640045
