Wall time,Step,Value
1743099029.4013083,0,0.03862062841653824
1743099181.9896836,1,0.04003992676734924
1743099337.3032892,2,0.031565699726343155
1743099468.9203267,3,0.02981235831975937
1743099596.9318535,4,0.04064725339412689
1743099739.2680433,5,0.02372196689248085
1743099888.3917084,6,0.020753348246216774
1743100035.6924303,7,0.018914733082056046
1743100169.8938527,8,0.014762872830033302
1743100301.398186,9,0.020108696073293686
1743100434.2792394,10,0.01820690929889679
1743100570.118507,11,0.013163999654352665
1743100704.5154452,12,0.011919021606445312
1743100844.185365,13,0.011311107315123081
1743100977.5924077,14,0.01096324622631073
1743101110.7704556,15,0.011460117995738983
1743101235.7468953,16,0.010825722478330135
1743101362.6123977,17,0.010768734849989414
1743101490.6357515,18,0.011284667998552322
1743101617.4318762,19,0.010510477237403393
1743101743.213723,20,0.010793550871312618
1743101868.581014,21,0.010620365850627422
1743101994.846236,22,0.01075612660497427
1743102120.1821718,23,0.01076402049511671
1743102242.8042898,24,0.010895890183746815
1743102367.5365138,25,0.01071588508784771
1743102492.7017446,26,0.010008608922362328
1743102616.3033834,27,0.010005271062254906
1743102741.3568308,28,0.010154258459806442
1743102867.724858,29,0.010186881758272648
1743102991.4677444,30,0.01026986911892891
1743103114.5160518,31,0.010284734889864922
1743103234.3923416,32,0.01037796214222908
1743103360.6986184,33,0.010409535840153694
1743103487.3222663,34,0.010301663540303707
1743103617.0466714,35,0.01031420473009348
1743103750.7551336,36,0.010331915691494942
1743103882.1568236,37,0.010349102318286896
